SID,Age,Sex,Language,Location,Experimenter,Coder,Exclude,Exclusion_reason,Knower_level,Task,Trial_number,Task_item,Response,Correct,Mem_check_1,Mem_check_2,Counted,Notes,Exclude_trial,Exclude_trial_reason, , , , , 
031219-RM,3.559206023,M,English,Seaside Bayside,AP,SLu,0,0,CP,SF,1,1,4,0,1,NA,NA,,,,,,,,
031219-RM,3.559206023,M,English,Seaside Bayside,AP,SLu,0,0,CP,SF,2,3,5,0,1,NA,NA,,,,,,,,
031219-RM,3.559206023,M,English,Seaside Bayside,AP,SLu,0,0,CP,SF,3,5,7,0,1,NA,NA,,,,,,,,
031219-RM,3.559206023,M,English,Seaside Bayside,AP,SLu,0,0,CP,SF,4,2,4,0,1,NA,NA,,,,,,,,
031219-RM,3.559206023,M,English,Seaside Bayside,AP,SLu,0,0,CP,SF,5,4,5,1,1,NA,NA,,,,,,,,
031219-RM,3.559206023,M,English,Seaside Bayside,AP,SLu,0,0,CP,SF,6,3,5,0,1,NA,NA,,,,,,,,
031219-RM,3.559206023,M,English,Seaside Bayside,AP,SLu,0,0,CP,SF,7,5,7,0,1,NA,NA,,,,,,,,
031219-RM,3.559206023,M,English,Seaside Bayside,AP,SLu,0,0,CP,SF,8,1,3,0,1,NA,NA,,,,,,,,
031219-RM,3.559206023,M,English,Seaside Bayside,AP,SLu,0,0,CP,SF,9,2,4,0,1,NA,NA,,,,,,,,
031219-RM,3.559206023,M,English,Seaside Bayside,AP,SLu,0,0,CP,SF,10,4,5,1,1,NA,NA,,,,,,,,
031219-RM,3.559206023,M,English,Seaside Bayside,AP,SLu,0,0,CP,Give_N,1,1,1,1,NA,NA,0,,,,,,,,
031219-RM,3.559206023,M,English,Seaside Bayside,AP,SLu,0,0,CP,Give_N,2,2,2,1,NA,NA,1,,,,,,,,
031219-RM,3.559206023,M,English,Seaside Bayside,AP,SLu,0,0,CP,Give_N,3,3,3,1,NA,NA,1,,,,,,,,
031219-RM,3.559206023,M,English,Seaside Bayside,AP,SLu,0,0,CP,Give_N,4,4,4,1,NA,NA,1,,,,,,,,
031219-RM,3.559206023,M,English,Seaside Bayside,AP,SLu,0,0,CP,Give_N,5,5,5,1,NA,NA,1,,,,,,,,
031219-RM,3.559206023,M,English,Seaside Bayside,AP,SLu,0,0,CP,Give_N,6,6,6,1,NA,NA,1,,,,,,,,
031219-RM,3.559206023,M,English,Seaside Bayside,AP,SLu,0,0,CP,Give_N,7,6,6,1,NA,NA,1,,,,,,,,
031219-RM,3.559206023,M,English,Seaside Bayside,AP,SLu,0,0,CP,Give_N,8,NA,NA,NA,NA,NA,NA,,1,no data,,,,,
031219-RM,3.559206023,M,English,Seaside Bayside,AP,SLu,0,0,CP,Give_N,9,NA,NA,NA,NA,NA,NA,,1,no data,,,,,
031219-RM,3.559206023,M,English,Seaside Bayside,AP,SLu,0,0,CP,Give_N,10,NA,NA,NA,NA,NA,NA,,1,no data,,,,,
031219-RM,3.559206023,M,English,Seaside Bayside,AP,SLu,0,0,CP,Give_N,11,NA,NA,NA,NA,NA,NA,,1,no data,,,,,
031219-RM,3.559206023,M,English,Seaside Bayside,AP,SLu,0,0,CP,Give_N,12,NA,NA,NA,NA,NA,NA,,1,no data,,,,,
031219-RM,3.559206023,M,English,Seaside Bayside,AP,SLu,0,0,CP,Give_N,13,NA,NA,NA,NA,NA,NA,,1,no data,,,,,
031219-RM,3.559206023,M,English,Seaside Bayside,AP,SLu,0,0,CP,Highest_count,NA,NA,11,NA,NA,NA,NA,,0,,,,,,
031219-RM,3.559206023,M,English,Seaside Bayside,AP,SLu,0,0,CP,HC_error,NA,NA,13,NA,NA,NA,NA,,,,,,,,
031819-MS,3.969883641,M,English,Bright Beginning,AP,SLu,0,,CP,SF,Training,0,1,1,1,NA,NA,,,,,,,,
031819-MS,3.969883641,M,English,Bright Beginning,AP,SLu,0,0,CP,SF,1,1,2,1,1,NA,NA,,,,,,,,
031819-MS,3.969883641,M,English,Bright Beginning,AP,SLu,0,0,CP,SF,2,3,4,1,1,NA,NA,,,,,,,,
031819-MS,3.969883641,M,English,Bright Beginning,AP,SLu,0,0,CP,SF,3,5,6,1,1,NA,NA,,,,,,,,
031819-MS,3.969883641,M,English,Bright Beginning,AP,SLu,0,0,CP,SF,4,2,3,1,1,NA,NA,,,,,,,,
031819-MS,3.969883641,M,English,Bright Beginning,AP,SLu,0,0,CP,SF,5,4,6,0,1,NA,NA,,,,,,,,
031819-MS,3.969883641,M,English,Bright Beginning,AP,SLu,0,0,CP,SF,6,3,5,0,1,NA,NA,,,,,,,,
031819-MS,3.969883641,M,English,Bright Beginning,AP,SLu,0,0,CP,SF,7,5,6,1,1,NA,NA,,,,,,,,
031819-MS,3.969883641,M,English,Bright Beginning,AP,SLu,0,0,CP,SF,8,1,2,1,1,NA,NA,,,,,,,,
031819-MS,3.969883641,M,English,Bright Beginning,AP,SLu,0,0,CP,SF,9,2,4,0,1,NA,NA,,,,,,,,
031819-MS,3.969883641,M,English,Bright Beginning,AP,SLu,0,0,CP,SF,10,4,5,1,1,NA,NA,,,,,,,,
031819-MS,3.969883641,M,English,Bright Beginning,AP,SLu,0,0,CP,Give_N,1,1,1,1,NA,NA,0,,,,,,,,
031819-MS,3.969883641,M,English,Bright Beginning,AP,SLu,0,0,CP,Give_N,2,2,2,1,NA,NA,1,,,,,,,,
031819-MS,3.969883641,M,English,Bright Beginning,AP,SLu,0,0,CP,Give_N,3,3,3,1,NA,NA,1,,,,,,,,
031819-MS,3.969883641,M,English,Bright Beginning,AP,SLu,0,0,CP,Give_N,4,4,4,1,NA,NA,1,,,,,,,,
031819-MS,3.969883641,M,English,Bright Beginning,AP,SLu,0,0,CP,Give_N,5,5,5,1,NA,NA,1,,,,,,,,
031819-MS,3.969883641,M,English,Bright Beginning,AP,SLu,0,0,CP,Give_N,6,6,6,1,NA,NA,1,,,,,,,,
031819-MS,3.969883641,M,English,Bright Beginning,AP,SLu,0,0,CP,Give_N,7,6,6,1,NA,NA,1,,,,,,,,
031819-MS,3.969883641,M,English,Bright Beginning,AP,SLu,0,0,CP,Give_N,8,NA,NA,NA,NA,NA,NA,,1,no data,,,,,
031819-MS,3.969883641,M,English,Bright Beginning,AP,SLu,0,0,CP,Give_N,9,NA,NA,NA,NA,NA,NA,,1,no data,,,,,
031819-MS,3.969883641,M,English,Bright Beginning,AP,SLu,0,0,CP,Give_N,10,NA,NA,NA,NA,NA,NA,,1,no data,,,,,
031819-MS,3.969883641,M,English,Bright Beginning,AP,SLu,0,0,CP,Give_N,11,NA,NA,NA,NA,NA,NA,,1,no data,,,,,
031819-MS,3.969883641,M,English,Bright Beginning,AP,SLu,0,0,CP,Give_N,12,NA,NA,NA,NA,NA,NA,,1,no data,,,,,
031819-MS,3.969883641,M,English,Bright Beginning,AP,SLu,0,0,CP,Give_N,13,NA,NA,NA,NA,NA,NA,,1,no data,,,,,
031819-MS,3.969883641,M,English,Bright Beginning,AP,SLu,0,0,CP,Highest_count,NA,NA,DNF,NA,NA,NA,NA,,0,,,,,,
031819-MS,3.969883641,M,English,Bright Beginning,AP,SLu,0,0,CP,HC_error,NA,NA,DNF,NA,NA,NA,NA,,,,,,,,
031819-IG,3.008898015,F,English,Bright Beginning,AP,SLu,0,,CP,SF,Training,0,1,1,1,NA,NA,,,,,,,,
031819-IG,3.008898015,F,English,Bright Beginning,AP,SLu,0,0,CP,SF,1,1,2,1,1,NA,NA,,,,,,,,
031819-IG,3.008898015,F,English,Bright Beginning,AP,SLu,0,0,CP,SF,2,3,4,1,1,NA,NA,,,,,,,,
031819-IG,3.008898015,F,English,Bright Beginning,AP,SLu,0,0,CP,SF,3,5,7,0,1,NA,NA,,,,,,,,
031819-IG,3.008898015,F,English,Bright Beginning,AP,SLu,0,0,CP,SF,4,2,3,1,1,NA,NA,,,,,,,,
031819-IG,3.008898015,F,English,Bright Beginning,AP,SLu,0,0,CP,SF,5,4,5,1,1,NA,NA,,,,,,,,
031819-IG,3.008898015,F,English,Bright Beginning,AP,SLu,0,0,CP,SF,6,3,5,0,1,NA,NA,,,,,,,,
031819-IG,3.008898015,F,English,Bright Beginning,AP,SLu,0,0,CP,SF,7,5,7,0,1,NA,NA,,,,,,,,
031819-IG,3.008898015,F,English,Bright Beginning,AP,SLu,0,0,CP,SF,8,1,2,1,1,NA,NA,,,,,,,,
031819-IG,3.008898015,F,English,Bright Beginning,AP,SLu,0,0,CP,SF,9,2,3,1,1,NA,NA,,,,,,,,
031819-IG,3.008898015,F,English,Bright Beginning,AP,SLu,0,0,CP,SF,10,4,5,1,1,NA,NA,,,,,,,,
031819-IG,3.008898015,F,English,Bright Beginning,AP,SLu,0,0,CP,Give_N,1,1,1,1,NA,NA,0,,,,,,,,
031819-IG,3.008898015,F,English,Bright Beginning,AP,SLu,0,0,CP,Give_N,2,2,2,1,NA,NA,0,,,,,,,,
031819-IG,3.008898015,F,English,Bright Beginning,AP,SLu,0,0,CP,Give_N,3,3,3,1,NA,NA,0,,,,,,,,
031819-IG,3.008898015,F,English,Bright Beginning,AP,SLu,0,0,CP,Give_N,4,4,4,1,NA,NA,0,,,,,,,,
031819-IG,3.008898015,F,English,Bright Beginning,AP,SLu,0,0,CP,Give_N,5,5,5,1,NA,NA,1,,,,,,,,
031819-IG,3.008898015,F,English,Bright Beginning,AP,SLu,0,0,CP,Give_N,6,6,6,1,NA,NA,1,,,,,,,,
031819-IG,3.008898015,F,English,Bright Beginning,AP,SLu,0,0,CP,Give_N,7,6,6,1,NA,NA,1,,,,,,,,
031819-IG,3.008898015,F,English,Bright Beginning,AP,SLu,0,0,CP,Give_N,8,NA,NA,NA,NA,NA,NA,,1,no data,,,,,
031819-IG,3.008898015,F,English,Bright Beginning,AP,SLu,0,0,CP,Give_N,9,NA,NA,NA,NA,NA,NA,,1,no data,,,,,
031819-IG,3.008898015,F,English,Bright Beginning,AP,SLu,0,0,CP,Give_N,10,NA,NA,NA,NA,NA,NA,,1,no data,,,,,
031819-IG,3.008898015,F,English,Bright Beginning,AP,SLu,0,0,CP,Give_N,11,NA,NA,NA,NA,NA,NA,,1,no data,,,,,
031819-IG,3.008898015,F,English,Bright Beginning,AP,SLu,0,0,CP,Give_N,12,NA,NA,NA,NA,NA,NA,,1,no data,,,,,
031819-IG,3.008898015,F,English,Bright Beginning,AP,SLu,0,0,CP,Give_N,13,NA,NA,NA,NA,NA,NA,,1,no data,,,,,
031819-IG,3.008898015,F,English,Bright Beginning,AP,SLu,0,0,CP,Highest_count,NA,NA,20,NA,NA,NA,NA,,0,,,,,,
031819-IG,3.008898015,F,English,Bright Beginning,AP,SLu,0,0,CP,HC_error,NA,NA,IDK,NA,NA,NA,NA,,,,,,,,
031819-PM,3.206023272,M,English,Bright Beginning,AP,SLu,0,,CP,SF,Training,0,1,1,0,0,NA,,,,,,,,
031819-PM,3.206023272,M,English,Bright Beginning,AP,SLu,0,0,CP,SF,1,1,2,1,1,NA,NA,,,,,,,,
031819-PM,3.206023272,M,English,Bright Beginning,AP,SLu,0,0,CP,SF,2,3,4,1,1,NA,NA,,,,,,,,
031819-PM,3.206023272,M,English,Bright Beginning,AP,SLu,0,0,CP,SF,3,5,7,0,1,NA,NA,,,,,,,,
031819-PM,3.206023272,M,English,Bright Beginning,AP,SLu,0,0,CP,SF,4,2,3,1,1,NA,NA,,,,,,,,
031819-PM,3.206023272,M,English,Bright Beginning,AP,SLu,0,0,CP,SF,5,4,6,0,1,NA,NA,,,,,,,,
031819-PM,3.206023272,M,English,Bright Beginning,AP,SLu,0,0,CP,SF,6,3,4,1,1,NA,NA,,,,,,,,
031819-PM,3.206023272,M,English,Bright Beginning,AP,SLu,0,0,CP,SF,7,5,6,1,1,NA,NA,,,,,,,,
031819-PM,3.206023272,M,English,Bright Beginning,AP,SLu,0,0,CP,SF,8,1,2,1,1,NA,NA,,,,,,,,
031819-PM,3.206023272,M,English,Bright Beginning,AP,SLu,0,0,CP,SF,9,2,3,1,1,NA,NA,,,,,,,,
031819-PM,3.206023272,M,English,Bright Beginning,AP,SLu,0,0,CP,SF,10,4,5,1,1,NA,NA,,,,,,,,
031819-PM,3.206023272,M,English,Bright Beginning,AP,SLu,0,0,CP,Give_N,1,1,1,1,NA,NA,0,,,,,,,,
031819-PM,3.206023272,M,English,Bright Beginning,AP,SLu,0,0,CP,Give_N,2,2,2,1,NA,NA,1,,,,,,,,
031819-PM,3.206023272,M,English,Bright Beginning,AP,SLu,0,0,CP,Give_N,3,3,3,1,NA,NA,1,,,,,,,,
031819-PM,3.206023272,M,English,Bright Beginning,AP,SLu,0,0,CP,Give_N,4,4,4,1,NA,NA,1,,,,,,,,
031819-PM,3.206023272,M,English,Bright Beginning,AP,SLu,0,0,CP,Give_N,5,5,5,1,NA,NA,1,,,,,,,,
031819-PM,3.206023272,M,English,Bright Beginning,AP,SLu,0,0,CP,Give_N,6,6,6,1,NA,NA,1,,,,,,,,
031819-PM,3.206023272,M,English,Bright Beginning,AP,SLu,0,0,CP,Give_N,7,6,6,1,NA,NA,1,,,,,,,,
031819-PM,3.206023272,M,English,Bright Beginning,AP,SLu,0,0,CP,Give_N,8,NA,NA,NA,NA,NA,NA,,1,no data,,,,,
031819-PM,3.206023272,M,English,Bright Beginning,AP,SLu,0,0,CP,Give_N,9,NA,NA,NA,NA,NA,NA,,1,no data,,,,,
031819-PM,3.206023272,M,English,Bright Beginning,AP,SLu,0,0,CP,Give_N,10,NA,NA,NA,NA,NA,NA,,1,no data,,,,,
031819-PM,3.206023272,M,English,Bright Beginning,AP,SLu,0,0,CP,Give_N,11,NA,NA,NA,NA,NA,NA,,1,no data,,,,,
031819-PM,3.206023272,M,English,Bright Beginning,AP,SLu,0,0,CP,Give_N,12,NA,NA,NA,NA,NA,NA,,1,no data,,,,,
031819-PM,3.206023272,M,English,Bright Beginning,AP,SLu,0,0,CP,Give_N,13,NA,NA,NA,NA,NA,NA,,1,no data,,,,,
031819-PM,3.206023272,M,English,Bright Beginning,AP,SLu,0,0,CP,Highest_count,NA,NA,19,NA,NA,NA,NA,,0,,,,,,
031819-PM,3.206023272,M,English,Bright Beginning,AP,SLu,0,0,CP,HC_error,NA,NA,21,NA,NA,NA,NA,,,,,,,,
032019-E,4.501026694,F,English,Fleet,KS,SLu,1,too old,CP,SF,Training,0,1,1,1,,NA,,,,,,,,
032019-E,4.501026694,F,English,Fleet,KS,SLu,1,too old,CP,SF,1,1,3,0,0,1,NA,,,,,,,,
032019-E,4.501026694,F,English,Fleet,KS,SLu,1,too old,CP,SF,2,3,4,1,1,,NA,,,,,,,,
032019-E,4.501026694,F,English,Fleet,KS,SLu,1,too old,CP,SF,3,5,7,0,1,,NA,,,,,,,,
032019-E,4.501026694,F,English,Fleet,KS,SLu,1,too old,CP,SF,4,2,3,1,1,,NA,,,,,,,,
032019-E,4.501026694,F,English,Fleet,KS,SLu,1,too old,CP,SF,5,4,5,1,1,,NA,,,,,,,,
032019-E,4.501026694,F,English,Fleet,KS,SLu,1,too old,CP,SF,6,3,5,0,1,,NA,,,,,,,,
032019-E,4.501026694,F,English,Fleet,KS,SLu,1,too old,CP,SF,7,5,7,0,1,,NA,,,,,,,,
032019-E,4.501026694,F,English,Fleet,KS,SLu,1,too old,CP,SF,8,1,2,1,1,,NA,,,,,,,,
032019-E,4.501026694,F,English,Fleet,KS,SLu,1,too old,CP,SF,9,2,4,0,0,1,NA,,,,,,,,
032019-E,4.501026694,F,English,Fleet,KS,SLu,1,too old,CP,SF,10,4,5,1,1,,NA,,,,,,,,
032019-E,4.501026694,F,English,Fleet,KS,SLu,1,too old,CP,Give_N,1,1,1,1,NA,NA,1,,,,,,,,
032019-E,4.501026694,F,English,Fleet,KS,SLu,1,too old,CP,Give_N,2,2,2,1,NA,NA,1,,,,,,,,
032019-E,4.501026694,F,English,Fleet,KS,SLu,1,too old,CP,Give_N,3,3,3,1,NA,NA,1,,,,,,,,
032019-E,4.501026694,F,English,Fleet,KS,SLu,1,too old,CP,Give_N,4,4,4,1,NA,NA,1,,,,,,,,
032019-E,4.501026694,F,English,Fleet,KS,SLu,1,too old,CP,Give_N,5,5,5,1,NA,NA,1,,,,,,,,
032019-E,4.501026694,F,English,Fleet,KS,SLu,1,too old,CP,Give_N,6,6,6,1,NA,NA,1,,,,,,,,
032019-E,4.501026694,F,English,Fleet,KS,SLu,1,too old,CP,Give_N,7,6,6,1,NA,NA,1,,,,,,,,
032019-E,4.501026694,F,English,Fleet,KS,SLu,1,too old,CP,Give_N,8,6,6,1,NA,NA,1,,,,,,,,
032019-E,4.501026694,F,English,Fleet,KS,SLu,1,too old,CP,Give_N,9,NA,NA,NA,NA,NA,NA,,1,no data,,,,,
032019-E,4.501026694,F,English,Fleet,KS,SLu,1,too old,CP,Give_N,10,NA,NA,NA,NA,NA,NA,,1,no data,,,,,
032019-E,4.501026694,F,English,Fleet,KS,SLu,1,too old,CP,Give_N,11,NA,NA,NA,NA,NA,NA,,1,no data,,,,,
032019-E,4.501026694,F,English,Fleet,KS,SLu,1,too old,CP,Give_N,12,NA,NA,NA,NA,NA,NA,,1,no data,,,,,
032019-E,4.501026694,F,English,Fleet,KS,SLu,1,too old,CP,Give_N,13,NA,NA,NA,NA,NA,NA,,1,no data,,,,,
032019-E,4.501026694,F,English,Fleet,KS,SLu,1,too old,CP,Highest_count,NA,NA,13,NA,NA,NA,NA,,0,,,,,,
032019-E,4.501026694,F,English,Fleet,KS,SLu,1,too old,CP,HC_error,NA,NA,17,NA,NA,NA,NA,,,,,,,,
032519-T,3.734428474,M,English,Fleet,AP,SLu,0,,CP,SF,Training,0,1,1,1,,NA,,,,,,,,
032519-T,3.734428474,M,English,Fleet,AP,SLu,0,0,CP,SF,1,1,2,1,0,1,NA,,,,,,,,
032519-T,3.734428474,M,English,Fleet,AP,SLu,0,0,CP,SF,2,3,4,1,1,,NA,,,,,,,,
032519-T,3.734428474,M,English,Fleet,AP,SLu,0,0,CP,SF,3,5,7,0,1,,NA,,,,,,,,
032519-T,3.734428474,M,English,Fleet,AP,SLu,0,0,CP,SF,4,2,3,1,1,,NA,,,,,,,,
032519-T,3.734428474,M,English,Fleet,AP,SLu,0,0,CP,SF,5,4,5,1,1,,NA,,,,,,,,
032519-T,3.734428474,M,English,Fleet,AP,SLu,0,0,CP,SF,6,3,4,1,1,,NA,,,,,,,,
032519-T,3.734428474,M,English,Fleet,AP,SLu,0,0,CP,SF,7,5,7,0,1,,NA,,,,,,,,
032519-T,3.734428474,M,English,Fleet,AP,SLu,0,0,CP,SF,8,1,3,0,1,,NA,,,,,,,,
032519-T,3.734428474,M,English,Fleet,AP,SLu,0,0,CP,SF,9,2,4,0,1,,NA,,,,,,,,
032519-T,3.734428474,M,English,Fleet,AP,SLu,0,0,CP,SF,10,4,5,1,1,,NA,,,,,,,,
032519-T,3.734428474,M,English,Fleet,AP,SLu,0,0,CP,Give_N,1,1,1,1,NA,NA,0,,,,,,,,
032519-T,3.734428474,M,English,Fleet,AP,SLu,0,0,CP,Give_N,2,2,2,1,NA,NA,1,,,,,,,,
032519-T,3.734428474,M,English,Fleet,AP,SLu,0,0,CP,Give_N,3,3,3,1,NA,NA,1,,,,,,,,
032519-T,3.734428474,M,English,Fleet,AP,SLu,0,0,CP,Give_N,4,4,4,1,NA,NA,1,,,,,,,,
032519-T,3.734428474,M,English,Fleet,AP,SLu,0,0,CP,Give_N,5,5,5,1,NA,NA,1,,,,,,,,
032519-T,3.734428474,M,English,Fleet,AP,SLu,0,0,CP,Give_N,6,6,6,1,NA,NA,1,,,,,,,,
032519-T,3.734428474,M,English,Fleet,AP,SLu,0,0,CP,Give_N,7,6,6,1,NA,NA,1,,,,,,,,
032519-T,3.734428474,M,English,Fleet,AP,SLu,0,0,CP,Give_N,8,NA,NA,NA,NA,NA,NA,,1,no data,,,,,
032519-T,3.734428474,M,English,Fleet,AP,SLu,0,0,CP,Give_N,9,NA,NA,NA,NA,NA,NA,,1,no data,,,,,
032519-T,3.734428474,M,English,Fleet,AP,SLu,0,0,CP,Give_N,10,NA,NA,NA,NA,NA,NA,,1,no data,,,,,
032519-T,3.734428474,M,English,Fleet,AP,SLu,0,0,CP,Give_N,11,NA,NA,NA,NA,NA,NA,,1,no data,,,,,
032519-T,3.734428474,M,English,Fleet,AP,SLu,0,0,CP,Give_N,12,NA,NA,NA,NA,NA,NA,,1,no data,,,,,
032519-T,3.734428474,M,English,Fleet,AP,SLu,0,0,CP,Give_N,13,NA,NA,NA,NA,NA,NA,,1,no data,,,,,
032519-T,3.734428474,M,English,Fleet,AP,SLu,0,0,CP,Highest_count,NA,NA,13,NA,NA,NA,NA,,0,,,,,,
032519-T,3.734428474,M,English,Fleet,AP,SLu,0,0,CP,HC_error,NA,NA,18,NA,NA,NA,NA,,,,,,,,
032519-BT,3.055441478,M,English,Fleet,AP,SLu,1,DNF,NA,SF,Training,0,1,1,1,,NA,,,,,,,,
032519-BT,3.055441478,M,English,Fleet,AP,SLu,1,DNF,NA,SF,1,1,2,1,1,,NA,,,,,,,,
032519-BT,3.055441478,M,English,Fleet,AP,SLu,1,DNF,NA,SF,2,3,4,1,1,,NA,,,,,,,,
032519-BT,3.055441478,M,English,Fleet,AP,SLu,1,DNF,NA,SF,3,5,7,0,0,1,NA,,,,,,,,
032519-BT,3.055441478,M,English,Fleet,AP,SLu,1,DNF,NA,SF,4,2,NA,NA,1,,NA,,1,no data,,,,,
032519-BT,3.055441478,M,English,Fleet,AP,SLu,1,DNF,NA,SF,5,4,6,0,0,0,NA,,,,,,,,
032519-BT,3.055441478,M,English,Fleet,AP,SLu,1,DNF,NA,SF,6,3,NA,NA,0,1,NA,,1,no data,,,,,
032519-BT,3.055441478,M,English,Fleet,AP,SLu,1,DNF,NA,SF,7,5,NA,NA,NA,NA,NA,,1,no data,,,,,
032519-BT,3.055441478,M,English,Fleet,AP,SLu,1,DNF,NA,SF,8,1,NA,NA,NA,NA,NA,,1,no data,,,,,
032519-BT,3.055441478,M,English,Fleet,AP,SLu,1,DNF,NA,SF,9,2,NA,NA,NA,NA,NA,,1,no data,,,,,
032519-BT,3.055441478,M,English,Fleet,AP,SLu,1,DNF,NA,SF,10,4,NA,NA,NA,NA,NA,,1,no data,,,,,
032519-BT,3.055441478,M,English,Fleet,AP,SLu,1,DNF,NA,Give_N,1,NA,NA,NA,NA,NA,NA,,1,no data,,,,,
032519-BT,3.055441478,M,English,Fleet,AP,SLu,1,DNF,NA,Give_N,2,NA,NA,NA,NA,NA,NA,,1,no data,,,,,
032519-BT,3.055441478,M,English,Fleet,AP,SLu,1,DNF,NA,Give_N,3,NA,NA,NA,NA,NA,NA,,1,no data,,,,,
032519-BT,3.055441478,M,English,Fleet,AP,SLu,1,DNF,NA,Give_N,4,NA,NA,NA,NA,NA,NA,,1,no data,,,,,
032519-BT,3.055441478,M,English,Fleet,AP,SLu,1,DNF,NA,Give_N,5,NA,NA,NA,NA,NA,NA,,1,no data,,,,,
032519-BT,3.055441478,M,English,Fleet,AP,SLu,1,DNF,NA,Give_N,6,NA,NA,NA,NA,NA,NA,,1,no data,,,,,
032519-BT,3.055441478,M,English,Fleet,AP,SLu,1,DNF,NA,Give_N,7,NA,NA,NA,NA,NA,NA,,1,no data,,,,,
032519-BT,3.055441478,M,English,Fleet,AP,SLu,1,DNF,NA,Give_N,8,NA,NA,NA,NA,NA,NA,,1,no data,,,,,
032519-BT,3.055441478,M,English,Fleet,AP,SLu,1,DNF,NA,Give_N,9,NA,NA,NA,NA,NA,NA,,1,no data,,,,,
032519-BT,3.055441478,M,English,Fleet,AP,SLu,1,DNF,NA,Give_N,10,NA,NA,NA,NA,NA,NA,,1,no data,,,,,
032519-BT,3.055441478,M,English,Fleet,AP,SLu,1,DNF,NA,Give_N,11,NA,NA,NA,NA,NA,NA,,1,no data,,,,,
032519-BT,3.055441478,M,English,Fleet,AP,SLu,1,DNF,NA,Give_N,12,NA,NA,NA,NA,NA,NA,,1,no data,,,,,
032519-BT,3.055441478,M,English,Fleet,AP,SLu,1,DNF,NA,Give_N,13,NA,NA,NA,NA,NA,NA,,1,no data,,,,,
032519-BT,3.055441478,M,English,Fleet,AP,SLu,1,DNF,NA,Highest_count,NA,NA,NA,NA,NA,NA,NA,,0,,,,,,
032519-BT,3.055441478,M,English,Fleet,AP,SLu,1,DNF,NA,HC_error,NA,NA,NA,NA,NA,NA,NA,,,,,,,,
032519-V,3.696098563,F,English,Fleet,AP,SLu,0,,CP,SF,Training,0,1,1,1,NA,NA,,,,,,,,
032519-V,3.696098563,F,English,Fleet,AP,SLu,0,0,CP,SF,1,1,2,1,1,NA,NA,,,,,,,,
032519-V,3.696098563,F,English,Fleet,AP,SLu,0,0,CP,SF,2,3,4,1,1,NA,NA,,,,,,,,
032519-V,3.696098563,F,English,Fleet,AP,SLu,0,0,CP,SF,3,5,7,0,1,NA,NA,,,,,,,,
032519-V,3.696098563,F,English,Fleet,AP,SLu,0,0,CP,SF,4,2,3,1,1,NA,NA,,,,,,,,
032519-V,3.696098563,F,English,Fleet,AP,SLu,0,0,CP,SF,5,4,6,0,1,NA,NA,,,,,,,,
032519-V,3.696098563,F,English,Fleet,AP,SLu,0,0,CP,SF,6,3,4,1,1,NA,NA,,,,,,,,
032519-V,3.696098563,F,English,Fleet,AP,SLu,0,0,CP,SF,7,5,6,1,1,NA,NA,,,,,,,,
032519-V,3.696098563,F,English,Fleet,AP,SLu,0,0,CP,SF,8,1,2,1,1,NA,NA,,,,,,,,
032519-V,3.696098563,F,English,Fleet,AP,SLu,0,0,CP,SF,9,2,3,1,1,NA,NA,,,,,,,,
032519-V,3.696098563,F,English,Fleet,AP,SLu,0,0,CP,SF,10,4,5,1,1,NA,NA,,,,,,,,
032519-V,3.696098563,F,English,Fleet,AP,SLu,0,0,CP,Give_N,1,1,1,1,NA,NA,0,,,,,,,,
032519-V,3.696098563,F,English,Fleet,AP,SLu,0,0,CP,Give_N,2,2,2,1,NA,NA,0,,,,,,,,
032519-V,3.696098563,F,English,Fleet,AP,SLu,0,0,CP,Give_N,3,3,3,1,NA,NA,0,,,,,,,,
032519-V,3.696098563,F,English,Fleet,AP,SLu,0,0,CP,Give_N,4,4,4,1,NA,NA,1,,,,,,,,
032519-V,3.696098563,F,English,Fleet,AP,SLu,0,0,CP,Give_N,5,5,5,1,NA,NA,1,,,,,,,,
032519-V,3.696098563,F,English,Fleet,AP,SLu,0,0,CP,Give_N,6,6,6,1,NA,NA,1,,,,,,,,
032519-V,3.696098563,F,English,Fleet,AP,SLu,0,0,CP,Give_N,7,6,6,1,NA,NA,1,,,,,,,,
032519-V,3.696098563,F,English,Fleet,AP,SLu,0,0,CP,Give_N,8,NA,NA,NA,NA,NA,NA,,1,no data,,,,,
032519-V,3.696098563,F,English,Fleet,AP,SLu,0,0,CP,Give_N,9,NA,NA,NA,NA,NA,NA,,1,no data,,,,,
032519-V,3.696098563,F,English,Fleet,AP,SLu,0,0,CP,Give_N,10,NA,NA,NA,NA,NA,NA,,1,no data,,,,,
032519-V,3.696098563,F,English,Fleet,AP,SLu,0,0,CP,Give_N,11,NA,NA,NA,NA,NA,NA,,1,no data,,,,,
032519-V,3.696098563,F,English,Fleet,AP,SLu,0,0,CP,Give_N,12,NA,NA,NA,NA,NA,NA,,1,no data,,,,,
032519-V,3.696098563,F,English,Fleet,AP,SLu,0,0,CP,Give_N,13,NA,NA,NA,NA,NA,NA,,1,no data,,,,,
032519-V,3.696098563,F,English,Fleet,AP,SLu,0,0,CP,Highest_count,NA,NA,59,NA,NA,NA,NA,,0,,,,,,
032519-V,3.696098563,F,English,Fleet,AP,SLu,0,0,CP,HC_error,NA,NA,30,NA,NA,NA,NA,,,,,,,,
